Status,Sharpe,Fitness,Returns(%),Drawdown(%),Margin(bps),Turnover(%),Universe,Delay,Decay,Neutralization,FailedChecks,Code
ERROR,,,,,,,TOP3000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_std_dev(returns, 10) > 0.05, rank(ts_backfill(long_term_earnings_growth_forecast, 60)), -1)), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP1000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_std_dev(returns, 10) > 0.05, rank(ts_backfill(forward_sales_to_price, 60)), -1)), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
FAILED,0.8400,0.4700,3.8800,6.9600,47.1800,1.6400,TOP3000,0,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_std_dev(returns, 10) > 0.05, rank(ts_backfill(debt_stated_interest_rate_pct, 60)), -1)), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP3000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(fnd6_cptmfmq_lctq, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP3000,0,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(earnings_shortfall_metric, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP3000,0,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_erc, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
FAILED,0.1000,0.0200,0.5200,11.3700,0.4700,21.8800,TOP1000,0,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_facility_max_borrowing, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP1000,0,10,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_uar, 60), 60)) - rank(ts_rank(returns, 60))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP3000,0,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_ebitdaev, 60), 60)) - rank(ts_rank(returns, 60))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP3000,0,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_proformaep, 60), 60)) - rank(ts_rank(returns, 60))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP1000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(anl4_netprofit_value, 60), 60)) - rank(ts_rank(returns, 60))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP3000,0,3,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(anl4_fcf_flag, 60), 90)) - rank(ts_rank(vwap, 20))), industry), 3))"
ERROR,,,,,,,TOP1000,0,5,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_saleeps, 60), 90)) - rank(ts_rank(vwap, 20))), industry), 3))"
ERROR,,,,,,,TOP3000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(current_liabilities_to_price, 60), 90)) - rank(ts_rank(vwap, 20))), industry), 3))"
ERROR,,,,,,,TOP3000,0,2,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_ncfeps, 60), 90)) - rank(ts_rank(vwap, 20))), industry), 3))"
ERROR,,,,,,,TOP1000,0,10,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(mdl177_2_earningmomentumfactor400_surp, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP1000,0,10,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(forward_ebitda_to_enterprise_value_2, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP3000,0,3,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(mdl177_2_deepvaluefactor_fwdep, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP1000,0,10,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(actual_eps_value_quarterly, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP3000,0,8,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_uar, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP1000,0,2,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(distress_risk_measure, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
FAILED,-0.4400,-0.1300,-1.1200,9.1100,-2.9000,7.7100,TOP3000,0,10,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(debt_repayments_total, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
FAILED,0.1700,0.0400,0.5800,9.8100,1.0000,11.7000,TOP1000,0,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_delta(rank(ts_backfill(debt_repayments_total, 60)), 20)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP1000,0,2,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningmomentumfactor400_surp, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP1000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_risk_premium_indicator, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP3000,0,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_uar, 60), 90)) - rank(ts_rank(volume, 20))), industry), 10))"
ERROR,,,,,,,TOP3000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_risk_premium_indicator, 60), 90)) - rank(ts_rank(volume, 20))), industry), 10))"
ERROR,,,,,,,TOP1000,0,10,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(anl4_netprofit_value, 60), 90)) - rank(ts_rank(volume, 20))), industry), 10))"
ERROR,,,,,,,TOP3000,0,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_udep, 60), 90)) - rank(ts_rank(volume, 20))), industry), 10))"
ERROR,,,,,,,TOP3000,0,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_delta(zscore(ts_backfill(enterprise_value_weighted_value_score, 60)), 3)), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP1000,0,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_delta(zscore(ts_backfill(mdl177_2_earningsqualityfactor_indrelrecd_, 60)), 3)), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP3000,0,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_delta(zscore(ts_backfill(mdl177_2_deepvaluefactor_past, 60)), 3)), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP1000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_delta(zscore(ts_backfill(mdl177_2_earningsqualityfactor_ncfeps, 60)), 3)), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
FAILED,1.7289,1.1908,2.8874,-13.9241,9.0916,24.0528,TOP1000,0,2,SUBINDUSTRY,SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(mdl177_2_earningmomentumfactor400_surp, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
FAILED,1.3006,1.7919,-0.2534,-4.5648,10.6591,71.4604,TOP1000,0,2,SUBINDUSTRY,SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningmomentumfactor400_surp, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
FAILED,1.5472,1.5981,-3.6085,-20.7759,14.5067,7.5999,TOP1000,0,3,SUBINDUSTRY,SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningmomentumfactor400_surp, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
FAILED,1.6170,2.0302,32.3195,-12.0326,29.5708,55.8008,TOP3000,0,10,INDUSTRY,SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(ts_delta(rank(ts_backfill(anl4_ebitda_value, 60)), 10)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 5))"
FAILED,1.3342,1.8218,8.1295,-18.1018,24.5411,75.4465,TOP3000,0,10,SUBINDUSTRY,SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(anl4_ebitda_value, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
FAILED,1.0718,1.7847,24.8091,-19.0149,9.7550,25.5326,TOP1000,0,2,SUBINDUSTRY,SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(ts_rank(ts_backfill(anl4_ebitda_value, 60), 90)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
FAILED,1.4311,0.8960,-8.8760,-9.5866,1.1027,70.9577,TOP1000,0,10,SUBINDUSTRY,SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(earnings_momentum_composite_score_2, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 2))"
SUCCESS,1.6021,1.0224,31.7344,-6.9761,3.2998,5.7240,TOP1000,0,5,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(earnings_momentum_composite_score_2, 60), 90)) - rank(ts_rank(vwap, 20))), subindustry), 10))"
ERROR,,,,,,,TOP1000,0,3,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_uar, 60), 20)), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP1000,0,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_rank(ts_backfill(forward_price_150, 60), 20)), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP1000,0,10,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_ttmsp, 60), 20)), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP1000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_rank(ts_backfill(put_breakeven_20, 60), 20)), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP3000,0,3,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(mdl177_2_earningmomentumfactor400_surp, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP3000,0,5,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(put_breakeven_90, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP1000,0,3,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(put_breakeven_120, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP1000,0,5,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(inverse_peg_ratio, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP3000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(zscore(ts_backfill(capex_to_depreciation_linkage, 60))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP3000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(zscore(ts_backfill(mdl177_2_deepvaluefactor_ebitdaev, 60))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP3000,0,3,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(zscore(ts_backfill(distress_risk_measure, 60))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP1000,0,5,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(zscore(ts_backfill(mdl177_2_deepvaluefactor_ttmsp, 60))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP1000,0,3,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningmomentumfactor400_surp, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP3000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(snt1_d1_stockrank, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP3000,0,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(option_breakeven_120, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP3000,0,3,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_garpanalystmodel_qgp_alert, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP1000,0,2,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_uar, 60), 90)) - rank(ts_rank(returns, 20))), subindustry), 10))"
ERROR,,,,,,,TOP1000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_fwdep, 60), 90)) - rank(ts_rank(returns, 20))), subindustry), 10))"
ERROR,,,,,,,TOP1000,0,10,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_indidivy, 60), 90)) - rank(ts_rank(returns, 20))), subindustry), 10))"
ERROR,,,,,,,TOP1000,0,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(anl4_ebitda_flag, 60), 90)) - rank(ts_rank(returns, 20))), subindustry), 10))"
ERROR,,,,,,,TOP1000,0,2,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(consensus_analyst_rating, 60), 90)) - rank(ts_rank(returns, 20))), industry), 8))"
FAILED,,,,,,,TOP3000,0,10,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(earnings_momentum_composite_score_2, 60), 90)) - rank(ts_rank(close, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
FAILED,,,,,,,TOP3000,0,5,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(debt_st, 60), 90)) - rank(ts_rank(close, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
